origintime,wndir,wvht,wvdp
2005-01-30 09:00:00,327,2.2,12.12
2005-01-30 10:00:00,331,2.31,12.12
2005-01-30 11:00:00,336,1.99,11.43
2005-01-30 12:00:00,344,2.18,11.43
2005-01-30 13:00:00,343,2.18,11.43
2005-01-30 14:00:00,337,2.19,12.9
2005-01-30 15:00:00,329,2.2,11.43
2005-01-30 16:00:00,332,2.02,12.9
2005-01-30 17:00:00,331,2.01,11.43
2005-01-30 18:00:00,344,2.13,12.12
2005-01-30 19:00:00,20,1.96,10.81
2005-01-30 20:00:00,332,2.15,12.12
2005-01-30 21:00:00,259,2.3,11.43
2005-01-30 22:00:00,301,1.87,10.81
2005-01-30 23:00:00,316,2.05,11.43
2005-01-31 00:00:00,320,2.11,10.0
2005-01-31 01:00:00,330,1.74,12.9
2005-01-31 02:00:00,325,2.05,19.05
2005-01-31 03:00:00,312,2.08,19.05
2005-01-31 04:00:00,324,1.9,11.43
2005-01-31 05:00:00,328,2.59,19.05
2005-01-31 06:00:00,318,2.62,19.05
2005-01-31 07:00:00,328,2.72,19.05
2005-01-31 08:00:00,325,2.56,19.05
2005-01-31 09:00:00,327,2.9,17.39
2005-01-31 10:00:00,332,3.84,17.39
2005-01-31 11:00:00,333,2.95,17.39
2005-01-31 12:00:00,331,3.26,17.39
2005-01-31 13:00:00,355,3.36,17.39
2005-01-31 14:00:00,45,3.33,17.39
2005-01-31 15:00:00,107,3.04,17.39
2005-01-31 16:00:00,73,3.17,17.39
2005-01-31 17:00:00,110,3.38,17.39
2005-01-31 18:00:00,144,3.15,17.39
2005-01-31 19:00:00,166,3.07,17.39
2005-01-31 20:00:00,238,3.23,17.39
2005-01-31 21:00:00,249,3.43,17.39
2005-01-31 22:00:00,211,3.22,17.39
2005-01-31 23:00:00,228,2.81,17.39
2006-01-01 00:00:00,256,4.18,12.9
2006-01-01 01:00:00,240,4.26,12.12
2006-01-01 02:00:00,237,4.14,12.9
2006-01-01 03:00:00,227,3.87,12.12
2006-01-01 04:00:00,208,3.72,12.12
2006-01-01 05:00:00,181,4.11,12.12
2006-01-01 06:00:00,158,3.95,12.9
2006-01-01 07:00:00,161,3.69,10.81
2006-01-01 08:00:00,155,3.68,12.9
2006-01-01 09:00:00,155,3.86,12.12
2006-01-01 10:00:00,141,3.72,12.12
2006-01-01 11:00:00,144,3.47,11.43
2006-01-01 12:00:00,145,3.35,12.9
2006-01-01 13:00:00,145,3.4,12.9
2006-01-01 14:00:00,158,3.53,12.9
2006-01-01 15:00:00,157,3.51,12.12
2006-01-01 16:00:00,153,3.47,12.9
2006-01-01 17:00:00,153,3.77,12.12
2006-01-01 18:00:00,164,4.4,7.69
2006-01-01 19:00:00,165,4.37,7.69
2006-01-01 20:00:00,162,5.03,9.09
2006-01-01 21:00:00,162,5.33,8.33
2006-01-01 22:00:00,167,5.8,10.0
2006-01-01 23:00:00,169,6.14,9.09
2006-01-02 00:00:00,202,5.44,9.09
2006-01-02 01:00:00,260,4.84,9.09
2006-01-02 02:00:00,162,4.75,8.33
2006-01-02 03:00:00,166,4.63,9.09
2006-01-02 04:00:00,159,4.77,10.0
2006-01-02 05:00:00,190,4.33,13.79
2006-01-02 06:00:00,199,4.23,13.79
2006-01-02 07:00:00,187,4.38,14.81
2006-01-02 08:00:00,184,4.07,12.9
2006-01-02 09:00:00,168,4.6,14.81
2006-01-02 10:00:00,159,4.16,14.81
2006-01-02 11:00:00,160,4.06,13.79
2006-01-02 12:00:00,142,4.48,13.79
2006-01-02 13:00:00,85,3.84,12.9
2006-01-02 14:00:00,126,4.33,13.79
2006-01-02 15:00:00,62,4.43,12.12
2006-01-02 16:00:00,89,3.95,12.9
2006-01-02 17:00:00,78,4.24,13.79
2006-01-02 18:00:00,43,3.82,14.81
2006-01-02 19:00:00,352,4.04,16.0
2006-01-02 20:00:00,328,3.72,16.0
2006-01-02 21:00:00,335,3.61,16.0
2006-01-02 22:00:00,5,3.44,13.79
2006-01-02 23:00:00,311,3.79,16.0
2006-01-03 00:00:00,310,3.69,12.9
2006-01-03 01:00:00,305,3.9,16.0
2006-01-03 02:00:00,308,3.69,16.0
2006-01-03 03:00:00,296,3.31,12.9
2006-01-03 04:00:00,303,3.63,16.0
2006-01-03 05:00:00,313,4.12,14.81
2006-01-03 06:00:00,312,3.39,12.12
2006-01-03 07:00:00,293,3.83,16.0
2006-01-03 08:00:00,278,3.89,16.0
2006-01-03 09:00:00,254,3.39,14.81
2006-01-03 10:00:00,206,3.31,13.79
2006-01-03 11:00:00,185,3.56,14.81
2006-01-03 12:00:00,173,3.85,14.81
2006-01-03 13:00:00,159,3.19,12.12
2006-01-03 14:00:00,161,3.41,12.12
2006-01-03 15:00:00,151,3.17,16.0
2006-01-03 16:00:00,173,3.41,14.81
2006-01-03 17:00:00,150,3.3,14.81
2006-01-03 18:00:00,156,3.26,14.81
2006-01-03 19:00:00,161,3.13,16.0
2006-01-03 20:00:00,161,3.28,13.79
2006-01-03 21:00:00,158,3.17,14.81
2006-01-03 22:00:00,161,3.45,14.81
2006-01-03 23:00:00,162,3.0,14.81
2006-01-04 00:00:00,161,3.45,14.81
2006-01-04 01:00:00,166,3.64,14.81
2006-01-04 02:00:00,165,3.57,12.9
2006-01-04 03:00:00,155,3.82,13.79
2006-01-04 04:00:00,161,3.62,11.43
2006-01-04 05:00:00,163,4.15,11.43
2006-01-04 06:00:00,163,4.25,13.79
2006-01-04 07:00:00,164,4.45,14.81
2006-01-04 08:00:00,162,4.45,14.81
2006-01-04 09:00:00,169,4.44,13.79
2006-01-04 10:00:00,163,5.25,17.39
2006-01-04 11:00:00,169,4.66,17.39
2006-01-04 12:00:00,161,5.19,19.05
2006-01-04 13:00:00,151,4.9,17.39
2006-01-04 14:00:00,124,4.92,17.39
2006-01-04 15:00:00,111,5.29,19.05
2006-01-04 16:00:00,91,4.77,17.39
2006-01-04 17:00:00,98,4.74,19.05
2006-01-04 18:00:00,92,4.34,17.39
2006-01-04 19:00:00,76,4.76,14.81
2006-01-04 20:00:00,78,4.69,17.39
2006-01-04 21:00:00,86,4.99,16.0
2006-01-04 22:00:00,61,4.7,16.0
2006-01-04 23:00:00,55,4.17,16.0
2006-01-05 00:00:00,81,4.59,16.0
2006-01-05 01:00:00,83,3.51,16.0
2006-01-05 02:00:00,81,3.8,16.0
2006-01-05 03:00:00,76,3.52,14.81
2006-01-05 04:00:00,82,3.35,16.0
2006-01-05 05:00:00,86,3.6,16.0
2006-01-05 06:00:00,87,2.62,16.0
2006-01-05 07:00:00,88,2.53,16.0
2006-01-05 08:00:00,84,1.98,16.0
2006-01-05 09:00:00,89,2.32,16.0
2006-01-05 10:00:00,92,2.01,14.81
2006-01-05 11:00:00,94,2.41,14.81
2006-01-05 12:00:00,89,2.45,16.0
2006-01-05 13:00:00,89,2.21,14.81
2006-01-05 14:00:00,87,2.61,14.81
2006-01-05 15:00:00,92,2.68,14.81
2006-01-05 16:00:00,87,2.64,14.81
2006-01-05 17:00:00,91,2.95,13.79
2006-01-05 18:00:00,92,2.73,12.9
2006-01-05 19:00:00,93,3.14,13.79
2006-01-05 20:00:00,97,3.27,12.9
2006-01-05 21:00:00,93,3.33,16.0
2006-01-05 22:00:00,102,3.61,13.79
2006-01-05 23:00:00,92,3.46,16.0
2006-01-06 00:00:00,102,3.32,14.81
2006-01-06 01:00:00,103,3.08,14.81
2006-01-06 02:00:00,101,3.88,16.0
2006-01-06 03:00:00,83,2.89,13.79
2006-01-06 04:00:00,87,3.43,14.81
2006-01-06 05:00:00,91,3.11,13.79
2006-01-06 06:00:00,88,2.96,13.79
2006-01-06 07:00:00,91,3.2,14.81
2006-01-06 08:00:00,96,3.16,13.79
2006-01-06 09:00:00,97,2.97,13.79
2006-01-06 10:00:00,95,3.65,12.9
2006-01-06 11:00:00,86,3.31,13.79
2006-01-06 12:00:00,91,3.07,13.79
2006-01-06 13:00:00,45,3.74,12.9
2006-01-06 14:00:00,337,3.45,12.9
2006-01-06 15:00:00,330,3.1,13.79
2006-01-06 16:00:00,4,3.04,12.9
2006-01-06 17:00:00,86,3.38,13.79
2006-01-06 18:00:00,104,3.72,12.9
2006-01-06 19:00:00,102,3.17,12.9
2006-01-06 20:00:00,95,2.87,12.9
2006-01-06 21:00:00,302,3.17,12.9
2006-01-06 22:00:00,289,2.92,13.79
2006-01-06 23:00:00,300,2.79,12.9
2006-01-07 00:00:00,324,2.84,12.9
2006-01-07 01:00:00,268,2.72,12.12
2006-01-07 02:00:00,203,2.86,13.79
2006-01-07 03:00:00,204,3.0,13.79
2006-01-07 04:00:00,195,2.64,12.9
2006-01-07 05:00:00,177,3.14,12.9
2006-01-07 06:00:00,239,2.81,13.79
2006-01-07 07:00:00,245,3.07,13.79
2006-01-07 08:00:00,268,3.23,12.9
2006-01-07 09:00:00,277,2.89,13.79
2006-01-07 10:00:00,273,2.92,11.43
2006-01-07 11:00:00,290,3.02,12.12
2006-01-07 12:00:00,287,2.77,14.81
2006-01-07 13:00:00,306,2.84,14.81
2006-01-07 14:00:00,323,2.88,13.79
2006-01-07 15:00:00,325,2.9,14.81
2006-01-07 16:00:00,316,2.98,14.81
2006-01-07 17:00:00,285,2.71,13.79
2006-01-07 18:00:00,173,2.66,13.79
2006-01-07 19:00:00,197,2.57,12.9
2006-01-07 20:00:00,276,2.74,12.9
2006-01-07 21:00:00,285,2.67,12.12
2006-01-07 22:00:00,299,2.77,12.9
2006-01-07 23:00:00,302,2.4,10.81
2006-01-08 00:00:00,304,2.71,12.9
2006-01-08 01:00:00,310,2.71,11.43
2006-01-08 02:00:00,302,2.93,11.43
2006-01-08 03:00:00,264,2.59,12.12
2006-01-08 04:00:00,266,2.84,11.43
2006-01-08 05:00:00,201,2.86,12.12
2006-01-08 06:00:00,259,2.85,12.12
2006-01-08 07:00:00,307,3.14,11.43
2006-01-08 08:00:00,308,2.86,12.12
2006-01-08 09:00:00,310,2.94,12.12
2006-01-08 10:00:00,314,3.01,10.81
2006-01-08 11:00:00,313,2.49,10.0
2006-01-08 12:00:00,324,2.61,12.12
2006-01-08 13:00:00,335,2.34,12.12
2006-01-08 14:00:00,345,2.32,11.43
2006-01-08 15:00:00,356,2.35,12.9
2006-01-08 16:00:00,349,2.41,11.43
2006-01-08 17:00:00,352,2.6,12.9
2006-01-08 18:00:00,348,2.36,12.9
2006-01-08 19:00:00,344,2.31,12.9
2006-01-08 20:00:00,335,2.17,12.9
2006-01-08 21:00:00,338,2.45,11.43
2006-01-08 22:00:00,338,2.5,11.43
2006-01-08 23:00:00,329,2.48,10.0
2006-01-09 00:00:00,335,2.59,11.43
2006-01-09 01:00:00,336,2.62,10.81
2006-01-09 02:00:00,343,2.41,10.0
2006-01-09 03:00:00,340,2.79,12.12
2006-01-09 04:00:00,343,2.63,12.12
2006-01-09 05:00:00,345,2.5,11.43
2006-01-09 06:00:00,330,2.49,11.43
2006-01-09 07:00:00,336,2.71,13.79
2006-01-09 08:00:00,335,2.71,12.12
2006-01-09 09:00:00,328,2.62,14.81
2006-01-09 10:00:00,335,2.62,14.81
2006-01-09 11:00:00,34,2.77,13.79
2006-01-09 12:00:00,95,2.32,12.9
2006-01-09 13:00:00,125,2.29,11.43
2006-01-09 14:00:00,338,2.4,12.9
2006-01-09 15:00:00,334,2.57,12.12
2006-01-09 16:00:00,326,2.38,12.12
2006-01-09 17:00:00,5,2.31,11.43
2006-01-09 18:00:00,99,2.35,10.81
2006-01-09 19:00:00,118,2.22,10.81
2006-01-09 20:00:00,82,2.26,11.43
2006-01-09 21:00:00,316,2.18,11.43
2006-01-09 22:00:00,319,2.01,12.12
2006-01-09 23:00:00,295,1.98,9.09
2006-01-10 00:00:00,320,1.98,19.05
2006-01-10 01:00:00,330,2.06,11.43
2006-01-10 02:00:00,333,2.28,19.05
2006-01-10 03:00:00,326,2.07,11.43
2006-01-10 04:00:00,345,1.99,17.39
2006-01-10 05:00:00,331,2.05,17.39
2006-01-10 06:00:00,315,2.13,12.9
2006-01-10 07:00:00,319,2.08,12.12
2006-01-10 08:00:00,318,2.11,16.0
2006-01-10 09:00:00,323,2.33,16.0
2006-01-10 10:00:00,332,2.43,10.81
2006-01-10 11:00:00,319,2.91,17.39
2006-01-10 12:00:00,330,2.66,17.39
2006-01-10 13:00:00,11,2.86,17.39
2006-01-10 14:00:00,349,3.26,16.0
2006-01-10 15:00:00,31,2.92,17.39
2006-01-10 16:00:00,23,3.3,17.39
2006-01-10 17:00:00,353,3.38,17.39
2006-01-10 18:00:00,81,2.98,17.39
2006-01-10 19:00:00,91,3.16,17.39
2006-01-10 20:00:00,105,2.88,17.39
2006-01-10 21:00:00,83,3.02,16.0
2006-01-10 22:00:00,243,2.61,16.0
2006-01-10 23:00:00,210,2.52,14.81
2006-01-11 00:00:00,157,2.85,16.0
2006-01-11 01:00:00,164,3.12,14.81
2006-01-11 02:00:00,153,2.56,14.81
2006-01-11 03:00:00,161,2.58,14.81
2006-01-11 04:00:00,179,2.77,12.9
2006-01-11 05:00:00,187,2.46,14.81
2006-01-11 06:00:00,167,3.11,14.81
2006-01-11 07:00:00,173,2.6,14.81
2006-01-11 08:00:00,174,2.91,14.81
2006-01-11 09:00:00,177,3.2,14.81
2006-01-11 10:00:00,169,2.79,14.81
2006-01-11 11:00:00,167,2.9,14.81
2006-01-11 12:00:00,178,2.68,16.0
2006-01-11 13:00:00,187,2.72,13.79
2006-01-11 14:00:00,224,2.78,13.79
2006-01-11 15:00:00,287,2.64,14.81
2006-01-11 16:00:00,300,2.68,12.9
2006-01-11 17:00:00,290,2.42,14.81
2006-01-11 18:00:00,300,2.3,14.81
2006-01-11 19:00:00,294,2.24,13.79
2006-01-11 20:00:00,314,2.54,12.9
2006-01-11 21:00:00,323,2.37,11.43
2006-01-11 22:00:00,327,2.59,12.9
2006-01-11 23:00:00,314,2.43,12.9
2006-01-12 01:00:00,305,2.34,11.43
2006-01-12 02:00:00,315,2.29,12.12
2006-01-12 03:00:00,320,2.38,10.81
2006-01-12 04:00:00,326,2.51,12.9
2006-01-12 05:00:00,336,2.78,11.43
2006-01-12 06:00:00,335,2.65,10.81
2006-01-12 07:00:00,335,2.5,12.12
2006-01-12 08:00:00,335,2.58,12.9
2006-01-12 09:00:00,329,2.52,12.12
2006-01-12 10:00:00,350,2.35,11.43
2006-01-12 11:00:00,357,2.32,11.43
2006-01-12 12:00:00,63,2.27,11.43
2006-01-12 13:00:00,110,2.43,11.43
2006-01-12 14:00:00,99,2.27,12.9
2006-01-12 15:00:00,62,2.18,11.43
2006-01-12 16:00:00,98,1.96,10.81
2006-01-12 17:00:00,95,2.53,11.43
2006-01-12 18:00:00,88,2.67,10.81
2006-01-12 19:00:00,75,2.41,11.43
2006-01-12 20:00:00,69,2.43,12.12
2006-01-12 21:00:00,93,2.28,12.12
2006-01-12 22:00:00,86,2.45,11.43
2006-01-12 23:00:00,80,2.47,12.9
2006-01-13 00:00:00,66,2.49,11.43
2006-01-13 01:00:00,17,2.66,11.43
2006-01-13 02:00:00,19,2.13,19.05
2006-01-13 03:00:00,13,2.31,19.05
2006-01-13 04:00:00,83,2.33,11.43
2006-01-13 05:00:00,79,2.04,12.12
2006-01-13 06:00:00,83,2.33,11.43
2006-01-13 07:00:00,90,2.12,17.39
2006-01-13 08:00:00,91,1.98,12.12
2006-01-13 09:00:00,91,1.96,12.9
2006-01-13 10:00:00,92,1.94,11.43
2006-01-13 11:00:00,89,1.54,11.43
2006-01-13 12:00:00,98,1.82,11.43
2006-01-13 13:00:00,104,1.72,19.05
2006-01-13 14:00:00,102,1.71,17.39
2006-01-13 15:00:00,127,1.81,19.05
2006-01-13 16:00:00,109,1.88,19.05
2006-01-13 17:00:00,107,1.61,17.39
2006-01-13 18:00:00,99,1.51,11.43
2006-01-13 19:00:00,101,1.79,17.39
2006-01-13 20:00:00,143,1.99,17.39
2006-01-13 21:00:00,173,1.72,17.39
2006-01-13 22:00:00,171,2.22,17.39
2006-01-13 23:00:00,171,2.14,16.0
2006-01-14 00:00:00,159,2.4,16.0
2006-01-14 01:00:00,160,2.47,16.0
2006-01-14 02:00:00,163,2.86,16.0
2006-01-14 03:00:00,165,2.78,14.81
2006-01-14 04:00:00,185,2.93,14.81
2006-01-14 05:00:00,306,2.99,14.81
2006-01-14 06:00:00,332,3.24,14.81
2006-01-14 07:00:00,265,2.93,16.0
2006-01-14 08:00:00,179,3.2,16.0
2006-01-14 09:00:00,171,3.26,13.79
2006-01-14 10:00:00,167,3.61,14.81
2006-01-14 11:00:00,183,3.77,12.12
2006-01-14 12:00:00,176,3.41,13.79
2006-01-14 13:00:00,158,3.79,14.81
2006-01-14 14:00:00,163,3.29,13.79
2006-01-14 15:00:00,225,3.78,16.0
2006-01-14 16:00:00,223,3.82,14.81
2006-01-14 17:00:00,282,3.75,16.0
2006-01-14 18:00:00,301,3.36,16.0
2006-01-14 19:00:00,282,3.36,14.81
2006-01-14 20:00:00,266,3.33,16.0
2006-01-14 21:00:00,280,3.21,14.81
2006-01-14 22:00:00,287,3.13,14.81
2006-01-14 23:00:00,293,3.39,14.81
2006-01-15 00:00:00,291,3.2,13.79
2006-01-15 01:00:00,295,3.22,14.81
2006-01-15 02:00:00,319,3.13,14.81
2006-01-15 03:00:00,322,3.26,14.81
2006-01-15 04:00:00,323,3.51,14.81
2006-01-15 05:00:00,323,3.84,13.79
2006-01-15 06:00:00,327,3.77,14.81
2006-01-15 07:00:00,320,3.94,14.81
2006-01-15 08:00:00,321,4.21,12.12
2006-01-15 09:00:00,330,3.85,14.81
2006-01-15 10:00:00,336,4.1,14.81
2006-01-15 11:00:00,334,3.86,13.79
2006-01-15 12:00:00,340,3.76,13.79
2006-01-15 13:00:00,324,4.26,13.79
2006-01-15 14:00:00,337,3.88,12.9
2006-01-15 15:00:00,337,3.64,13.79
2006-01-15 16:00:00,341,3.49,12.9
2006-01-15 17:00:00,353,3.3,13.79
2006-01-15 18:00:00,334,3.19,12.9
2006-01-15 19:00:00,344,3.24,12.9
2006-01-15 20:00:00,331,3.05,13.79
2006-01-15 21:00:00,321,3.07,13.79
2006-01-15 22:00:00,321,2.74,13.79
2006-01-15 23:00:00,315,2.6,12.9
2006-01-16 00:00:00,314,2.53,12.12
2006-01-16 01:00:00,314,2.51,12.9
2006-01-16 02:00:00,321,2.53,12.9
2006-01-16 03:00:00,329,2.64,13.79
2006-01-16 04:00:00,324,2.09,12.9
2006-01-16 05:00:00,325,2.5,12.9
2006-01-16 06:00:00,329,2.1,12.9
2006-01-16 07:00:00,327,2.0,12.12
2006-01-16 08:00:00,326,2.02,12.12
2006-01-16 09:00:00,357,2.22,12.12
2006-01-16 10:00:00,9,2.09,12.12
2006-01-16 11:00:00,10,2.16,12.12
2006-01-16 12:00:00,359,2.11,12.12
2006-01-16 13:00:00,341,2.09,12.12
2006-01-16 14:00:00,348,1.83,11.43
2006-01-16 15:00:00,70,1.93,11.43
2006-01-16 16:00:00,71,1.86,10.81
2006-01-16 17:00:00,96,2.12,12.12
2006-01-16 18:00:00,104,1.73,10.81
2006-01-16 19:00:00,102,1.61,11.43
2006-01-16 20:00:00,114,1.52,10.81
2006-01-16 21:00:00,120,1.38,11.43
2006-01-16 22:00:00,112,1.37,10.81
2006-01-16 23:00:00,117,1.39,11.43
2006-01-17 00:00:00,108,1.31,11.43
2006-01-17 01:00:00,161,1.39,10.0
2006-01-17 02:00:00,206,1.3,10.0
2006-01-17 03:00:00,197,1.33,11.43
2006-01-17 04:00:00,208,1.53,17.39
2006-01-17 05:00:00,150,1.71,16.0
2006-01-17 06:00:00,302,1.94,10.0
2006-01-17 07:00:00,114,1.98,17.39
2006-01-17 08:00:00,114,2.08,10.0
2006-01-17 09:00:00,107,1.99,16.0
2006-01-17 10:00:00,111,1.85,9.09
2006-01-17 11:00:00,113,2.06,10.0
2006-01-17 12:00:00,103,2.17,16.0
2006-01-17 13:00:00,98,2.25,16.0
2006-01-17 14:00:00,160,1.98,10.0
2006-01-17 15:00:00,154,1.98,10.81
2006-01-17 16:00:00,136,1.95,14.81
2006-01-17 17:00:00,134,2.07,14.81
2006-01-17 18:00:00,142,1.67,13.79
2006-01-17 19:00:00,155,1.95,10.81
2006-01-17 20:00:00,170,2.11,10.0
2006-01-17 21:00:00,165,1.96,12.12
2006-01-17 22:00:00,164,2.37,10.81
2006-01-17 23:00:00,166,2.49,12.12
2006-01-18 00:00:00,171,2.54,12.12
2006-01-18 01:00:00,170,2.42,10.81
2006-01-18 02:00:00,171,2.42,10.81
2006-01-18 04:00:00,180,2.83,12.12
2006-01-18 05:00:00,250,2.77,10.81
2006-01-18 06:00:00,224,2.91,13.79
2006-01-18 07:00:00,235,3.05,10.81
2006-01-18 08:00:00,225,3.03,11.43
2006-01-18 09:00:00,231,2.85,12.9
2006-01-18 10:00:00,247,3.0,10.81
2006-01-18 11:00:00,241,2.93,12.9
2006-01-18 12:00:00,236,2.97,12.12
2006-01-18 13:00:00,237,3.26,12.9
2006-01-18 14:00:00,249,3.04,16.0
2006-01-18 15:00:00,255,3.49,12.12
2006-01-18 16:00:00,285,3.11,12.12
2006-01-18 17:00:00,270,3.36,12.12
2006-01-18 18:00:00,266,3.45,12.12
2006-01-18 19:00:00,271,3.14,16.0
2006-01-18 20:00:00,275,3.22,12.9
2006-01-18 21:00:00,318,3.19,10.81
2006-01-18 22:00:00,277,3.3,16.0
2006-01-18 23:00:00,280,3.34,14.81
2006-01-19 00:00:00,286,3.45,14.81
2006-01-19 01:00:00,280,3.04,14.81
2006-01-19 02:00:00,293,3.16,14.81
2006-01-19 03:00:00,292,3.46,16.0
2006-01-19 04:00:00,303,3.63,14.81
2006-01-19 05:00:00,296,3.47,13.79
2006-01-19 06:00:00,303,3.86,13.79
2006-01-19 07:00:00,308,4.18,13.79
2006-01-19 08:00:00,306,4.35,13.79
2006-01-19 09:00:00,342,4.18,12.9
2006-01-19 10:00:00,322,4.72,16.0
2006-01-19 11:00:00,331,4.97,16.0
2006-01-19 12:00:00,335,4.55,16.0
2006-01-19 13:00:00,334,4.51,14.81
2006-01-19 14:00:00,341,4.29,16.0
2006-01-19 15:00:00,354,3.75,16.0
2006-01-19 16:00:00,344,4.51,16.0
2006-01-19 17:00:00,352,4.17,14.81
2006-01-19 18:00:00,352,3.68,14.81
2006-01-19 19:00:00,352,3.63,14.81
2006-01-19 20:00:00,331,4.15,14.81
2006-01-19 21:00:00,333,3.59,12.9
2006-01-19 22:00:00,319,3.32,14.81
2006-01-19 23:00:00,313,3.37,13.79
2006-01-20 00:00:00,324,3.79,13.79
2006-01-20 01:00:00,342,3.53,14.81
2006-01-20 02:00:00,335,3.15,13.79
2006-01-20 03:00:00,343,3.29,14.81
2006-01-20 04:00:00,335,3.29,13.79
2006-01-20 05:00:00,338,3.37,13.79
2006-01-20 06:00:00,330,3.22,14.81
2006-01-20 07:00:00,327,3.32,12.9
2006-01-20 08:00:00,327,3.22,13.79
2006-01-20 09:00:00,341,2.87,13.79
2006-01-20 10:00:00,348,2.63,11.43
2006-01-20 11:00:00,35,2.88,13.79
2006-01-20 12:00:00,74,2.56,12.9
2006-01-20 13:00:00,97,2.59,13.79
2006-01-20 14:00:00,88,2.51,13.79
2006-01-20 15:00:00,81,2.64,12.9
2006-01-20 16:00:00,70,2.66,12.9
2006-01-20 17:00:00,96,2.54,12.9
2006-01-20 18:00:00,90,2.41,11.43
2006-01-20 19:00:00,109,2.53,12.12
2006-01-20 20:00:00,13,2.43,12.9
2006-01-20 21:00:00,293,2.3,11.43
2006-01-20 22:00:00,328,2.12,12.9
2006-01-20 23:00:00,324,2.16,11.43
2006-01-21 00:00:00,301,2.34,11.43
2006-01-21 01:00:00,294,1.95,10.81
2006-01-21 02:00:00,269,1.89,11.43
2006-01-21 03:00:00,257,2.06,11.43
2006-01-21 04:00:00,263,1.82,12.12
2006-01-21 05:00:00,215,1.79,12.9
2006-01-21 06:00:00,213,1.85,11.43
2006-01-21 07:00:00,217,1.7,10.0
2006-01-21 08:00:00,216,1.81,12.12
2006-01-21 09:00:00,213,1.7,10.81
2006-01-21 10:00:00,216,1.73,11.43
2006-01-21 11:00:00,244,1.95,11.43
2006-01-21 12:00:00,261,1.92,19.05
2006-01-21 13:00:00,272,1.93,17.39
2006-01-21 14:00:00,304,1.98,19.05
2006-01-21 15:00:00,323,1.97,19.05
2006-01-21 16:00:00,56,1.9,19.05
2006-01-21 17:00:00,91,1.9,17.39
2006-01-21 18:00:00,87,1.85,17.39
2006-01-21 19:00:00,88,1.82,17.39
2006-01-21 20:00:00,95,1.77,17.39
2006-01-21 21:00:00,79,1.55,17.39
2006-01-21 22:00:00,93,1.7,17.39
2006-01-21 23:00:00,97,1.89,16.0
2006-01-22 00:00:00,108,1.97,16.0
2006-01-22 01:00:00,90,2.01,16.0
2006-01-22 02:00:00,266,1.81,16.0
2006-01-22 03:00:00,299,2.31,16.0
2006-01-22 04:00:00,334,1.93,16.0
2006-01-22 05:00:00,324,2.13,16.0
2006-01-22 06:00:00,324,1.93,14.81
2006-01-22 07:00:00,330,2.23,14.81
2006-01-22 08:00:00,342,1.94,16.0
2006-01-22 09:00:00,354,2.09,14.81
2006-01-22 10:00:00,28,1.97,13.79
2006-01-22 11:00:00,17,1.77,14.81
2006-01-22 12:00:00,55,2.16,14.81
2006-01-22 13:00:00,45,1.83,14.81
2006-01-22 14:00:00,358,2.21,14.81
2006-01-22 15:00:00,339,2.04,16.0
2006-01-22 16:00:00,357,2.27,14.81
2006-01-22 17:00:00,349,2.18,14.81
2006-01-22 18:00:00,350,2.21,14.81
2006-01-22 19:00:00,337,2.22,13.79
2006-01-22 20:00:00,347,2.14,13.79
2006-01-22 21:00:00,324,2.22,13.79
2006-01-22 22:00:00,359,2.05,14.81
2006-01-22 23:00:00,349,2.14,13.79
2006-01-23 00:00:00,336,1.94,13.79
2006-01-23 01:00:00,310,2.07,12.9
2006-01-23 02:00:00,340,1.83,13.79
2006-01-23 03:00:00,16,1.97,13.79
2006-01-23 04:00:00,9,2.08,13.79
2006-01-23 05:00:00,40,1.94,13.79
2006-01-23 06:00:00,322,2.06,13.79
2006-01-23 07:00:00,205,1.93,19.05
2006-01-23 08:00:00,347,1.97,19.05
2006-01-23 09:00:00,325,1.76,13.79
2006-01-23 10:00:00,167,2.03,19.05
2006-01-23 11:00:00,75,2.14,17.39
2006-01-23 12:00:00,130,1.92,17.39
2006-01-23 13:00:00,85,1.99,17.39
2006-01-23 14:00:00,282,1.83,17.39
2006-01-23 15:00:00,58,1.84,17.39
2006-01-23 16:00:00,42,2.34,17.39
2006-01-23 17:00:00,77,1.8,16.0
2006-01-23 18:00:00,125,1.91,16.0
2006-01-23 19:00:00,234,1.81,17.39
2006-01-23 20:00:00,109,1.86,16.0
2006-01-23 21:00:00,229,1.76,17.39
2006-01-23 22:00:00,274,1.7,16.0
2006-01-23 23:00:00,304,1.91,17.39
2006-01-24 00:00:00,276,1.9,16.0
2006-01-24 01:00:00,300,1.93,16.0
2006-01-24 02:00:00,324,1.54,16.0
2006-01-24 03:00:00,301,1.64,16.0
2006-01-24 04:00:00,310,1.5,16.0
2006-01-24 05:00:00,290,1.7,16.0
2006-01-24 06:00:00,281,1.95,16.0
2006-01-24 07:00:00,89,1.57,16.0
2006-01-24 08:00:00,70,1.5,14.81
2006-01-24 09:00:00,79,1.53,14.81
2006-01-24 10:00:00,84,1.47,14.81
2006-01-24 11:00:00,91,1.6,14.81
2006-01-24 12:00:00,90,1.36,13.79
2006-01-24 13:00:00,98,1.49,13.79
2006-01-24 14:00:00,98,1.46,14.81
2006-01-24 15:00:00,87,1.56,14.81
2006-01-24 16:00:00,91,1.52,14.81
2006-01-24 17:00:00,89,1.35,13.79
