origintime,wndir,wvht,wvdp
2004-01-01 00:00:00,242,1.79,19.05
2004-01-01 01:00:00,237,1.7,19.05
2004-01-01 02:00:00,230,1.76,19.05
2004-01-01 03:00:00,211,1.87,19.05
2004-01-01 04:00:00,208,1.78,17.39
2004-01-01 05:00:00,201,1.93,17.39
2004-01-01 06:00:00,189,1.78,17.39
2004-01-01 07:00:00,183,1.97,16.0
2004-01-01 08:00:00,179,1.86,16.0
2004-01-01 09:00:00,181,1.84,16.0
2004-01-01 10:00:00,185,2.33,16.0
2004-01-01 11:00:00,196,2.37,16.0
2004-01-01 12:00:00,202,2.57,16.0
2004-01-01 13:00:00,188,2.67,17.39
2004-01-01 14:00:00,182,3.08,16.0
2004-01-01 15:00:00,195,3.31,16.0
2004-01-01 16:00:00,190,3.72,6.25
2004-01-01 17:00:00,194,3.47,7.14
2004-01-01 18:00:00,208,4.07,7.69
2004-01-01 19:00:00,284,4.23,7.69
2004-01-01 20:00:00,297,3.62,8.33
2004-01-01 21:00:00,290,3.76,8.33
2004-01-01 22:00:00,272,3.41,8.33
2004-01-01 23:00:00,294,3.55,9.09
2004-01-02 00:00:00,295,3.38,8.33
2004-01-02 01:00:00,304,3.35,9.09
2004-01-02 02:00:00,289,3.54,10.81
2004-01-02 03:00:00,288,3.19,8.33
2004-01-02 04:00:00,315,3.39,10.81
2004-01-02 05:00:00,324,3.37,10.0
2004-01-02 06:00:00,294,3.38,10.81
2004-01-02 07:00:00,282,3.04,13.79
2004-01-02 08:00:00,276,3.08,10.0
2004-01-02 09:00:00,275,3.34,10.0
2004-01-02 10:00:00,266,3.11,10.0
2004-01-02 11:00:00,248,2.99,9.09
2004-01-02 12:00:00,235,3.31,12.9
2004-01-02 13:00:00,206,3.13,10.0
2004-01-02 14:00:00,230,3.04,10.0
2004-01-02 15:00:00,195,2.68,10.0
2004-01-02 16:00:00,231,2.75,10.81
2004-01-02 17:00:00,248,2.92,13.79
2004-01-02 18:00:00,234,2.67,10.81
2004-01-02 19:00:00,251,2.62,10.0
2004-01-02 20:00:00,254,2.51,10.0
2004-01-02 21:00:00,267,2.35,10.81
2004-01-02 22:00:00,276,2.19,10.0
2004-01-02 23:00:00,299,2.17,11.43
2004-01-03 00:00:00,301,2.12,10.0
2004-01-03 01:00:00,300,2.1,11.43
2004-01-03 02:00:00,326,2.3,12.9
2004-01-03 03:00:00,322,2.05,10.81
2004-01-03 04:00:00,324,2.32,12.9
2004-01-03 05:00:00,332,2.31,10.0
2004-01-03 06:00:00,328,2.28,12.12
2004-01-03 07:00:00,324,2.49,10.81
2004-01-03 08:00:00,324,2.39,12.9
2004-01-03 09:00:00,342,2.41,10.81
2004-01-03 10:00:00,355,2.22,11.43
2004-01-03 11:00:00,345,2.21,12.12
2004-01-03 12:00:00,346,2.01,12.12
2004-01-03 13:00:00,345,2.21,12.9
2004-01-03 14:00:00,357,1.79,10.0
2004-01-03 15:00:00,353,1.88,10.81
2004-01-03 16:00:00,338,2.19,12.9
2004-01-03 17:00:00,350,2.17,12.9
2004-01-03 18:00:00,339,2.02,11.43
2004-01-03 19:00:00,335,2.0,12.9
2004-01-03 20:00:00,328,1.89,12.12
2004-01-03 21:00:00,327,1.82,12.12
2004-01-03 22:00:00,326,1.96,12.9
2004-01-03 23:00:00,328,1.83,12.12
2004-01-04 00:00:00,333,1.86,12.12
2004-01-04 01:00:00,333,1.84,12.12
2004-01-04 02:00:00,340,1.86,12.12
2004-01-04 03:00:00,334,1.69,12.9
2004-01-04 04:00:00,333,1.75,12.12
2004-01-04 05:00:00,346,1.82,10.0
2004-01-04 06:00:00,343,1.67,11.43
2004-01-04 07:00:00,344,1.79,9.09
2004-01-04 08:00:00,355,1.69,12.12
2004-01-04 09:00:00,354,1.62,12.12
2004-01-04 10:00:00,352,1.58,12.12
2004-01-04 11:00:00,329,1.66,12.12
2004-01-04 12:00:00,350,1.55,12.12
2004-01-04 13:00:00,356,1.52,12.12
2004-01-04 14:00:00,6,1.39,7.69
2004-01-04 15:00:00,16,1.48,12.12
2004-01-04 16:00:00,15,1.35,12.12
2004-01-04 17:00:00,74,1.3,10.81
2004-01-04 18:00:00,87,1.45,12.12
2004-01-04 19:00:00,99,1.43,12.12
2004-01-04 20:00:00,195,1.37,12.12
2004-01-04 21:00:00,326,1.39,10.81
2004-01-04 22:00:00,323,1.45,11.43
2004-01-04 23:00:00,319,1.28,10.0
2004-01-05 00:00:00,331,1.31,10.81
2004-01-05 01:00:00,343,1.22,11.43
2004-01-05 02:00:00,11,1.19,9.09
2004-01-05 03:00:00,6,1.29,10.81
2004-01-05 04:00:00,4,1.39,10.81
2004-01-05 05:00:00,26,1.39,10.81
2004-01-05 06:00:00,357,1.35,11.43
2004-01-05 07:00:00,18,1.31,8.33
2004-01-05 08:00:00,87,1.39,10.0
2004-01-05 09:00:00,89,1.37,10.0
2004-01-05 10:00:00,101,1.29,10.81
2004-01-05 11:00:00,84,1.27,10.0
2004-01-05 12:00:00,102,1.3,10.81
2004-01-05 13:00:00,96,1.26,10.0
2004-01-05 14:00:00,91,1.1,10.0
2004-01-05 15:00:00,83,1.15,10.0
2004-01-05 16:00:00,80,1.13,10.0
2004-01-05 17:00:00,82,1.09,12.9
2004-01-05 18:00:00,89,1.13,10.0
2004-01-05 19:00:00,75,1.15,9.09
2004-01-05 20:00:00,73,1.14,9.09
2004-01-05 21:00:00,73,1.12,9.09
2004-01-05 22:00:00,58,0.99,9.09
2004-01-05 23:00:00,10,1.0,8.33
2004-01-06 00:00:00,23,0.87,9.09
2004-01-06 01:00:00,356,0.96,12.12
2004-01-06 02:00:00,339,0.97,9.09
2004-01-06 03:00:00,89,0.84,7.69
2004-01-06 04:00:00,83,0.88,8.33
2004-01-06 05:00:00,90,0.81,7.69
2004-01-06 06:00:00,84,0.83,9.09
2004-01-06 07:00:00,79,0.93,3.57
2004-01-06 08:00:00,85,0.93,3.85
2004-01-06 09:00:00,88,0.92,4.0
2004-01-06 10:00:00,84,0.75,3.7
2004-01-06 11:00:00,76,0.78,3.57
2004-01-06 12:00:00,85,0.82,3.57
2004-01-06 13:00:00,82,0.83,3.7
2004-01-06 14:00:00,84,0.9,3.85
2004-01-06 15:00:00,90,0.9,3.7
2004-01-06 16:00:00,84,0.89,3.7
2004-01-06 17:00:00,90,0.82,3.57
2004-01-06 18:00:00,89,0.81,3.45
2004-01-06 19:00:00,92,0.81,3.7
2004-01-06 20:00:00,95,0.73,3.33
2004-01-06 21:00:00,94,0.88,3.45
2004-01-06 22:00:00,107,0.87,3.57
2004-01-06 23:00:00,108,0.94,3.45
2004-01-07 01:00:00,102,0.84,13.79
2004-01-07 02:00:00,105,0.84,4.35
2004-01-07 03:00:00,136,0.92,14.81
2004-01-07 04:00:00,159,1.28,5.0
2004-01-07 05:00:00,157,1.31,4.35
2004-01-07 06:00:00,158,1.41,5.0
2004-01-07 07:00:00,157,1.41,5.0
2004-01-07 08:00:00,138,1.62,5.0
2004-01-07 09:00:00,134,1.31,5.26
2004-01-07 10:00:00,154,1.55,5.56
2004-01-07 11:00:00,148,1.64,5.56
2004-01-07 12:00:00,145,1.72,5.56
2004-01-07 13:00:00,156,2.01,5.88
2004-01-07 14:00:00,160,2.18,5.88
2004-01-07 15:00:00,159,2.38,6.25
2004-01-07 16:00:00,153,2.62,6.25
2004-01-07 17:00:00,158,2.88,6.67
2004-01-07 18:00:00,165,2.65,6.67
2004-01-07 19:00:00,164,2.76,7.14
2004-01-07 20:00:00,158,2.92,6.25
2004-01-07 21:00:00,154,2.8,6.67
2004-01-07 22:00:00,147,2.85,7.14
2004-01-07 23:00:00,147,2.79,6.67
2004-01-08 00:00:00,129,2.68,7.69
2004-01-08 01:00:00,144,2.44,6.67
2004-01-08 02:00:00,151,2.58,7.14
2004-01-08 03:00:00,148,2.53,7.14
2004-01-08 04:00:00,154,2.47,6.67
2004-01-08 05:00:00,149,2.55,8.33
2004-01-08 06:00:00,135,2.26,7.14
2004-01-08 07:00:00,150,2.31,6.67
2004-01-08 08:00:00,159,2.53,7.69
2004-01-08 09:00:00,153,2.68,6.67
2004-01-08 10:00:00,149,2.39,6.67
2004-01-08 11:00:00,150,2.38,7.69
2004-01-08 12:00:00,150,2.57,7.14
2004-01-08 13:00:00,121,2.47,7.14
2004-01-08 14:00:00,135,2.38,7.14
2004-01-08 15:00:00,138,2.39,6.67
2004-01-08 16:00:00,144,2.38,12.9
2004-01-08 17:00:00,154,2.18,11.43
2004-01-08 18:00:00,155,2.03,12.12
2004-01-08 19:00:00,151,2.22,12.9
2004-01-08 20:00:00,156,1.97,12.12
2004-01-08 21:00:00,153,2.27,12.9
2004-01-08 22:00:00,142,2.11,12.12
2004-01-08 23:00:00,153,2.01,12.9
2004-01-09 00:00:00,151,2.11,12.12
2004-01-09 01:00:00,154,2.08,12.12
2004-01-09 02:00:00,148,2.21,12.12
2004-01-09 03:00:00,137,2.22,11.43
2004-01-09 04:00:00,146,2.17,11.43
2004-01-09 05:00:00,148,2.32,11.43
2004-01-09 06:00:00,135,2.32,12.9
2004-01-09 07:00:00,139,2.13,11.43
2004-01-09 08:00:00,142,2.11,11.43
2004-01-09 09:00:00,153,2.06,7.14
2004-01-09 10:00:00,151,2.12,6.25
2004-01-09 11:00:00,146,2.17,7.14
2004-01-09 12:00:00,142,2.54,6.67
2004-01-09 13:00:00,144,2.39,6.67
2004-01-09 14:00:00,147,2.91,7.14
2004-01-09 15:00:00,146,2.94,7.14
2004-01-09 16:00:00,149,3.24,7.69
2004-01-09 17:00:00,155,3.48,7.69
2004-01-09 18:00:00,158,3.77,8.33
2004-01-09 19:00:00,162,3.69,8.33
2004-01-09 20:00:00,170,3.98,10.0
2004-01-09 21:00:00,207,3.94,10.0
2004-01-09 22:00:00,191,3.4,9.09
2004-01-09 23:00:00,145,3.12,11.43
2004-01-10 00:00:00,141,2.99,11.43
2004-01-10 01:00:00,157,2.7,10.81
2004-01-10 02:00:00,158,2.69,11.43
2004-01-10 03:00:00,158,2.51,11.43
2004-01-10 04:00:00,151,2.6,10.81
2004-01-10 05:00:00,149,2.55,10.0
2004-01-10 06:00:00,169,2.69,11.43
2004-01-10 07:00:00,194,2.39,10.81
2004-01-10 08:00:00,75,2.16,10.81
2004-01-10 09:00:00,87,2.54,10.0
2004-01-10 10:00:00,90,2.45,10.0
2004-01-10 11:00:00,94,2.24,10.0
2004-01-10 12:00:00,86,2.52,10.0
2004-01-10 13:00:00,81,2.42,10.0
2004-01-10 14:00:00,97,2.26,10.81
2004-01-10 15:00:00,89,2.24,10.81
2004-01-10 16:00:00,93,2.23,10.81
2004-01-10 17:00:00,93,2.25,10.81
2004-01-10 18:00:00,89,2.03,10.0
2004-01-10 19:00:00,92,2.04,10.81
2004-01-10 20:00:00,90,2.13,10.0
2004-01-10 21:00:00,91,2.04,10.0
2004-01-10 22:00:00,96,2.3,11.43
2004-01-10 23:00:00,97,2.03,10.81
2004-01-11 00:00:00,69,2.01,10.0
2004-01-11 01:00:00,76,2.04,10.0
2004-01-11 02:00:00,4,2.05,10.81
2004-01-11 03:00:00,60,1.98,10.0
2004-01-11 04:00:00,79,2.04,10.81
2004-01-11 05:00:00,81,1.89,11.43
2004-01-11 06:00:00,70,2.0,10.81
2004-01-11 07:00:00,100,1.93,11.43
2004-01-11 08:00:00,62,2.11,13.79
2004-01-11 09:00:00,56,1.99,10.0
2004-01-11 10:00:00,82,1.98,10.81
2004-01-11 11:00:00,98,1.92,11.43
2004-01-11 12:00:00,90,1.97,12.12
2004-01-11 13:00:00,49,1.85,11.43
2004-01-11 14:00:00,45,1.73,12.12
2004-01-11 15:00:00,82,1.88,12.12
2004-01-11 16:00:00,100,1.73,12.9
2004-01-11 17:00:00,94,1.64,12.12
2004-01-11 18:00:00,96,1.53,12.9
2004-01-11 19:00:00,91,1.57,12.12
2004-01-11 20:00:00,106,1.75,12.9
2004-01-11 21:00:00,119,1.79,12.12
2004-01-11 22:00:00,138,1.73,11.43
2004-01-11 23:00:00,185,1.85,12.12
2004-01-12 00:00:00,99,1.86,10.81
2004-01-12 01:00:00,101,1.92,21.05
2004-01-12 02:00:00,161,1.96,11.43
2004-01-12 03:00:00,154,1.91,11.43
2004-01-12 04:00:00,143,2.34,19.05
2004-01-12 05:00:00,118,2.22,21.05
2004-01-12 06:00:00,126,2.24,19.05
2004-01-12 07:00:00,142,2.55,19.05
2004-01-12 08:00:00,185,2.42,19.05
2004-01-12 09:00:00,158,2.46,19.05
2004-01-12 10:00:00,143,2.06,19.05
2004-01-12 11:00:00,153,2.39,19.05
2004-01-12 12:00:00,138,2.16,17.39
2004-01-12 13:00:00,108,2.43,17.39
2004-01-12 14:00:00,142,2.58,17.39
2004-01-12 15:00:00,140,2.42,17.39
2004-01-12 16:00:00,128,2.53,16.0
2004-01-12 17:00:00,129,2.61,16.0
2004-01-12 18:00:00,105,2.82,17.39
2004-01-12 19:00:00,106,3.04,14.81
2004-01-12 20:00:00,116,3.06,16.0
2004-01-12 21:00:00,144,2.83,16.0
2004-01-12 22:00:00,127,3.17,13.79
2004-01-12 23:00:00,144,3.16,16.0
2004-01-13 00:00:00,137,2.84,14.81
2004-01-13 01:00:00,177,2.8,14.81
2004-01-13 02:00:00,186,3.01,14.81
2004-01-13 03:00:00,170,2.8,14.81
2004-01-13 04:00:00,154,3.14,13.79
2004-01-13 05:00:00,108,3.04,14.81
2004-01-13 06:00:00,103,2.7,14.81
2004-01-13 07:00:00,97,2.52,16.0
2004-01-13 08:00:00,104,2.63,14.81
2004-01-13 09:00:00,98,2.46,14.81
2004-01-13 10:00:00,97,2.61,14.81
2004-01-13 11:00:00,91,2.27,13.79
2004-01-13 12:00:00,96,2.23,14.81
2004-01-13 13:00:00,93,2.67,14.81
2004-01-13 14:00:00,92,2.28,12.12
2004-01-13 15:00:00,95,2.15,14.81
2004-01-13 16:00:00,88,2.28,13.79
2004-01-13 17:00:00,88,2.18,13.79
2004-01-13 18:00:00,94,1.93,13.79
2004-01-13 19:00:00,92,1.79,12.9
2004-01-13 20:00:00,95,1.89,13.79
2004-01-13 21:00:00,91,1.88,13.79
2004-01-13 22:00:00,90,1.99,13.79
2004-01-13 23:00:00,97,1.69,13.79
2004-01-14 00:00:00,193,1.77,12.9
2004-01-14 01:00:00,156,1.61,13.79
2004-01-14 02:00:00,148,1.78,12.12
2004-01-14 03:00:00,149,1.6,11.43
2004-01-14 04:00:00,117,1.6,12.9
2004-01-14 05:00:00,95,1.59,12.12
2004-01-14 06:00:00,102,1.62,12.12
2004-01-14 07:00:00,100,1.52,11.43
2004-01-14 08:00:00,100,1.33,11.43
2004-01-14 09:00:00,93,1.53,12.9
2004-01-14 10:00:00,92,1.36,12.12
2004-01-14 11:00:00,96,1.32,12.12
2004-01-14 12:00:00,92,1.5,11.43
2004-01-14 13:00:00,101,1.35,12.12
2004-01-14 14:00:00,91,1.51,12.9
2004-01-14 15:00:00,95,1.39,10.81
2004-01-14 16:00:00,99,1.63,12.12
2004-01-14 17:00:00,96,1.66,11.43
2004-01-14 18:00:00,91,1.46,11.43
2004-01-14 19:00:00,95,1.47,11.43
2004-01-14 20:00:00,95,1.53,10.81
2004-01-14 21:00:00,92,1.57,12.12
2004-01-14 22:00:00,102,1.81,11.43
2004-01-14 23:00:00,15,2.06,10.81
2004-01-15 00:00:00,88,1.85,10.81
2004-01-15 01:00:00,63,1.96,10.81
2004-01-15 02:00:00,34,2.21,10.0
2004-01-15 03:00:00,84,1.94,10.81
2004-01-15 04:00:00,86,1.92,10.81
2004-01-15 05:00:00,90,1.75,10.81
2004-01-15 06:00:00,87,1.84,10.81
2004-01-15 07:00:00,72,1.81,10.0
2004-01-15 08:00:00,104,1.89,10.81
2004-01-15 09:00:00,308,1.86,10.81
2004-01-15 10:00:00,308,1.85,11.43
2004-01-15 11:00:00,22,2.23,10.81
2004-01-15 12:00:00,45,1.96,11.43
2004-01-15 13:00:00,115,2.16,10.81
2004-01-15 14:00:00,329,2.02,10.81
2004-01-15 15:00:00,348,1.99,10.81
2004-01-15 16:00:00,360,2.04,12.12
2004-01-15 17:00:00,340,2.15,11.43
2004-01-15 18:00:00,340,2.15,19.05
2004-01-15 19:00:00,335,2.09,11.43
2004-01-15 20:00:00,340,2.1,17.39
2004-01-15 21:00:00,316,2.32,10.81
2004-01-15 22:00:00,329,2.59,17.39
2004-01-15 23:00:00,318,2.39,17.39
2004-01-16 00:00:00,315,2.76,17.39
2004-01-16 01:00:00,318,3.0,13.79
2004-01-16 02:00:00,337,3.0,17.39
2004-01-16 03:00:00,323,2.91,16.0
2004-01-16 04:00:00,316,3.12,16.0
2004-01-16 05:00:00,327,3.28,16.0
2004-01-16 06:00:00,321,3.55,14.81
2004-01-16 07:00:00,315,3.58,16.0
2004-01-16 08:00:00,315,3.48,16.0
2004-01-16 09:00:00,320,3.4,13.79
2004-01-16 10:00:00,319,3.1,14.81
2004-01-16 11:00:00,334,2.77,16.0
2004-01-16 12:00:00,36,3.34,14.81
2004-01-16 13:00:00,62,2.79,14.81
2004-01-16 14:00:00,91,2.87,14.81
2004-01-16 15:00:00,67,2.97,14.81
2004-01-16 16:00:00,67,2.57,13.79
2004-01-16 17:00:00,61,2.7,14.81
2004-01-16 18:00:00,69,2.46,12.9
2004-01-16 19:00:00,41,2.84,12.9
2004-01-16 20:00:00,78,2.57,14.81
2004-01-16 21:00:00,78,2.43,13.79
2004-01-16 22:00:00,90,2.47,13.79
2004-01-16 23:00:00,103,2.29,13.79
2004-01-17 00:00:00,94,2.3,13.79
2004-01-17 01:00:00,86,2.17,13.79
2004-01-17 02:00:00,307,2.19,13.79
2004-01-17 03:00:00,298,2.27,14.81
2004-01-17 04:00:00,320,2.05,12.9
2004-01-17 05:00:00,354,2.01,13.79
2004-01-17 06:00:00,335,1.71,11.43
2004-01-17 07:00:00,354,1.64,12.9
2004-01-17 08:00:00,343,1.81,13.79
2004-01-17 09:00:00,349,1.88,13.79
2004-01-17 10:00:00,335,1.8,12.12
2004-01-17 11:00:00,2,1.78,12.9
2004-01-17 12:00:00,350,1.82,10.81
2004-01-17 13:00:00,21,1.78,12.9
2004-01-17 14:00:00,63,1.54,13.79
2004-01-17 15:00:00,76,1.74,13.79
2004-01-17 16:00:00,96,1.56,13.79
2004-01-17 17:00:00,81,1.68,13.79
2004-01-17 18:00:00,67,1.78,13.79
2004-01-17 19:00:00,77,1.58,12.9
2004-01-17 20:00:00,67,1.87,12.9
2004-01-17 21:00:00,54,1.65,13.79
2004-01-17 22:00:00,75,1.86,13.79
2004-01-17 23:00:00,87,1.95,13.79
2004-01-18 00:00:00,88,2.12,13.79
2004-01-18 01:00:00,77,1.91,12.12
2004-01-18 02:00:00,64,1.98,12.9
2004-01-18 03:00:00,19,2.15,13.79
2004-01-18 04:00:00,348,2.39,12.9
2004-01-18 05:00:00,64,2.48,12.9
2004-01-18 06:00:00,78,2.47,13.79
2004-01-18 07:00:00,74,2.31,12.12
2004-01-18 08:00:00,90,2.74,12.9
2004-01-18 09:00:00,79,2.93,17.39
2004-01-18 10:00:00,74,2.96,17.39
2004-01-18 11:00:00,87,3.24,16.0
2004-01-18 12:00:00,73,3.05,16.0
2004-01-18 13:00:00,50,3.12,16.0
2004-01-18 14:00:00,58,3.17,14.81
2004-01-18 15:00:00,41,3.48,16.0
2004-01-18 16:00:00,56,3.02,16.0
2004-01-18 17:00:00,55,3.05,14.81
2004-01-18 18:00:00,351,3.32,14.81
2004-01-18 19:00:00,50,3.23,13.79
2004-01-18 20:00:00,311,3.16,16.0
2004-01-18 21:00:00,329,3.43,13.79
2004-01-18 22:00:00,341,2.55,16.0
2004-01-18 23:00:00,320,2.91,14.81
2004-01-19 00:00:00,315,2.98,14.81
2004-01-19 01:00:00,320,2.72,14.81
2004-01-19 02:00:00,338,3.05,13.79
2004-01-19 03:00:00,341,3.04,14.81
2004-01-19 04:00:00,337,2.56,14.81
2004-01-19 05:00:00,322,2.5,14.81
2004-01-19 06:00:00,327,3.18,14.81
2004-01-19 07:00:00,322,2.97,13.79
2004-01-19 08:00:00,321,2.73,14.81
2004-01-19 09:00:00,325,3.03,14.81
2004-01-19 10:00:00,327,2.89,14.81
2004-01-19 11:00:00,332,2.63,13.79
2004-01-19 12:00:00,332,2.73,13.79
2004-01-19 13:00:00,336,2.72,13.79
2004-01-19 14:00:00,345,2.58,13.79
2004-01-19 15:00:00,17,2.47,12.9
2004-01-19 16:00:00,24,2.55,13.79
2004-01-19 17:00:00,26,2.72,12.9
2004-01-19 18:00:00,7,2.36,13.79
2004-01-19 19:00:00,2,2.81,13.79
2004-01-19 20:00:00,5,2.32,13.79
2004-01-19 21:00:00,317,2.42,12.9
2004-01-19 22:00:00,327,2.15,12.9
2004-01-19 23:00:00,317,2.16,12.12
2004-01-20 00:00:00,323,2.14,12.12
2004-01-20 01:00:00,322,2.22,12.9
2004-01-20 02:00:00,326,2.2,12.9
2004-01-20 03:00:00,323,2.44,11.43
2004-01-20 04:00:00,312,2.51,12.9
2004-01-20 05:00:00,311,2.43,12.9
2004-01-20 06:00:00,316,2.1,12.12
2004-01-20 07:00:00,313,2.32,12.12
2004-01-20 08:00:00,310,2.32,12.9
2004-01-20 09:00:00,320,2.01,12.9
2004-01-20 10:00:00,325,2.21,12.12
2004-01-20 11:00:00,333,2.21,12.12
2004-01-20 12:00:00,342,2.17,12.12
2004-01-20 13:00:00,338,2.34,17.39
2004-01-20 14:00:00,352,2.27,12.12
2004-01-20 15:00:00,49,2.06,10.81
2004-01-20 16:00:00,63,2.12,12.12
2004-01-20 17:00:00,66,1.98,12.12
2004-01-20 18:00:00,62,1.99,11.43
2004-01-20 19:00:00,88,1.97,12.12
2004-01-20 20:00:00,277,1.95,16.0
2004-01-20 21:00:00,281,1.99,17.39
2004-01-20 22:00:00,287,2.01,10.81
2004-01-20 23:00:00,320,1.91,17.39
2004-01-21 00:00:00,317,1.99,10.81
2004-01-21 01:00:00,315,1.89,16.0
2004-01-21 02:00:00,326,2.01,16.0
2004-01-21 03:00:00,333,1.82,16.0
2004-01-21 04:00:00,330,1.65,10.81
2004-01-21 05:00:00,325,1.71,17.39
2004-01-21 06:00:00,346,1.98,17.39
2004-01-21 07:00:00,354,1.99,17.39
2004-01-21 08:00:00,73,1.9,17.39
2004-01-21 09:00:00,86,1.92,17.39
2004-01-21 10:00:00,98,1.75,17.39
2004-01-21 11:00:00,91,1.59,17.39
2004-01-21 12:00:00,72,1.47,9.09
2004-01-21 13:00:00,91,1.52,8.33
2004-01-21 14:00:00,89,1.65,8.33
2004-01-21 15:00:00,93,1.64,16.0
2004-01-21 16:00:00,80,1.77,16.0
2004-01-21 17:00:00,71,1.64,16.0
2004-01-21 18:00:00,351,1.67,16.0
2004-01-21 19:00:00,353,1.63,16.0
2004-01-21 20:00:00,334,1.51,14.81
2004-01-21 21:00:00,327,1.55,16.0
2004-01-21 22:00:00,99,1.47,16.0
2004-01-21 23:00:00,89,1.59,16.0
2004-01-22 00:00:00,333,1.33,16.0
2004-01-22 01:00:00,303,1.26,16.0
2004-01-22 02:00:00,325,1.33,16.0
2004-01-22 03:00:00,332,1.32,14.81
2004-01-22 04:00:00,356,1.41,14.81
2004-01-22 05:00:00,332,1.5,14.81
2004-01-22 06:00:00,318,1.56,16.0
2004-01-22 07:00:00,319,1.59,16.0
2004-01-22 08:00:00,328,1.47,17.39
2004-01-22 09:00:00,317,1.44,14.81
2004-01-22 10:00:00,286,1.78,16.0
2004-01-22 11:00:00,326,1.43,13.79
2004-01-22 12:00:00,43,1.54,16.0
2004-01-22 13:00:00,9,1.47,13.79
2004-01-22 14:00:00,59,1.63,16.0
2004-01-22 15:00:00,97,1.68,16.0
2004-01-22 16:00:00,94,1.58,13.79
2004-01-22 17:00:00,107,1.56,16.0
2004-01-22 18:00:00,32,1.52,14.81
2004-01-22 19:00:00,97,1.59,13.79
2004-01-22 20:00:00,137,1.65,16.0
2004-01-22 21:00:00,278,1.9,16.0
2004-01-22 22:00:00,312,1.75,14.81
2004-01-22 23:00:00,318,1.7,16.0
2004-01-23 00:00:00,312,1.68,14.81
2004-01-23 01:00:00,318,1.81,14.81
2004-01-23 02:00:00,323,1.62,14.81
2004-01-23 03:00:00,331,1.73,14.81
2004-01-23 04:00:00,323,1.94,14.81
2004-01-23 05:00:00,312,1.82,14.81
2004-01-23 06:00:00,329,2.04,13.79
2004-01-23 07:00:00,329,2.04,14.81
2004-01-23 08:00:00,314,2.0,14.81
2004-01-23 09:00:00,314,1.9,13.79
2004-01-23 10:00:00,329,2.19,12.9
2004-01-23 11:00:00,317,2.14,16.0
2004-01-23 12:00:00,338,2.11,13.79
2004-01-23 13:00:00,322,1.84,16.0
2004-01-23 14:00:00,328,1.85,14.81
2004-01-23 15:00:00,352,1.89,14.81
2004-01-23 16:00:00,336,2.09,13.79
2004-01-23 17:00:00,305,1.84,14.81
2004-01-23 18:00:00,280,1.91,14.81
2004-01-23 19:00:00,41,2.13,14.81
2004-01-23 20:00:00,343,1.89,14.81
2004-01-23 21:00:00,292,1.84,13.79
2004-01-23 22:00:00,316,1.72,12.9
2004-01-23 23:00:00,314,1.68,14.81
2004-01-24 00:00:00,319,1.93,14.81
2004-01-24 01:00:00,333,1.67,13.79
2004-01-24 02:00:00,316,1.61,14.81
2004-01-24 03:00:00,302,1.85,13.79
2004-01-24 04:00:00,285,1.71,14.81
2004-01-24 05:00:00,306,1.65,14.81
2004-01-24 06:00:00,109,1.69,13.79
2004-01-24 07:00:00,166,1.59,13.79
2004-01-24 08:00:00,155,1.51,12.9
2004-01-24 09:00:00,140,1.62,13.79
2004-01-24 10:00:00,154,1.74,12.9
2004-01-24 11:00:00,155,1.64,14.81
2004-01-24 12:00:00,172,1.56,13.79
2004-01-24 13:00:00,175,1.77,13.79
2004-01-24 14:00:00,296,1.57,12.9
2004-01-24 15:00:00,68,1.62,13.79
2004-01-24 16:00:00,59,1.57,13.79
2004-01-24 17:00:00,52,1.9,14.81
2004-01-24 18:00:00,30,1.6,16.0
2004-01-24 19:00:00,327,1.69,12.12
2004-01-24 20:00:00,331,1.91,12.9
2004-01-24 21:00:00,335,1.91,14.81
2004-01-24 22:00:00,324,1.85,14.81
2004-01-24 23:00:00,314,2.01,13.79
2004-01-25 00:00:00,314,1.91,14.81
2004-01-25 01:00:00,321,1.96,14.81
2004-01-25 02:00:00,324,2.18,14.81
2004-01-25 03:00:00,324,2.48,14.81
2004-01-25 04:00:00,328,2.57,14.81
2004-01-25 05:00:00,324,2.7,13.79
2004-01-25 06:00:00,328,2.82,7.14
2004-01-25 07:00:00,336,2.96,7.69
2004-01-25 08:00:00,331,3.45,8.33
2004-01-25 09:00:00,337,3.46,10.0
2004-01-25 10:00:00,348,3.34,10.0
2004-01-25 11:00:00,342,3.41,9.09
2004-01-25 12:00:00,352,2.94,10.0
2004-01-25 13:00:00,345,2.83,10.0
2004-01-25 14:00:00,348,2.9,10.0
2004-01-25 15:00:00,347,2.8,10.0
2004-01-25 16:00:00,347,2.97,10.0
2004-01-25 17:00:00,335,2.88,10.0
2004-01-25 18:00:00,329,2.77,10.0
2004-01-25 19:00:00,345,2.72,9.09
2004-01-25 20:00:00,335,2.6,12.12
2004-01-25 21:00:00,322,2.4,9.09
2004-01-25 22:00:00,326,2.44,11.43
2004-01-25 23:00:00,326,2.18,12.9
2004-01-26 00:00:00,328,2.27,12.9
2004-01-26 01:00:00,337,2.02,11.43
2004-01-26 02:00:00,321,2.18,13.79
2004-01-26 03:00:00,342,2.23,12.9
2004-01-26 04:00:00,342,1.97,12.9
2004-01-26 05:00:00,333,1.89,11.43
2004-01-26 06:00:00,313,1.85,11.43
2004-01-26 07:00:00,328,1.86,12.12
